Test,System Number,System Name,Symbol,Unit,Position,Entry Date,Entry Time,Entry Order Price,Stop Price,Risk%,Quantity,Entry Fill,Entry DPP,Entry Stock Split Ratio,Exit Date,Exit Time,Exit Order Price,Exit Fill,Exit DPP,Dividends,Commission,Forex Carry,Profit,Profit%,Closed Equity,Total Equity,Drawdown,Days in Trade,R Multiple,Custom,Rule,,,,,,04.06.2012,06.06.2012,,,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,16.03.2015,Day,"469,75","484,75","2,94%",80,"469,5",50,1,24.03.2015,Day,"484,75",485,50,0,320,0,-62320,"-3,00%",1336482,1521667,"28,60%",8,"-1,0216393",0,Breakout Low Entry, Stop Exit,16.03.2015,24.03.2015,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,CC,1,Short,30.03.2015,Day,2634,2730,"2,91%",49,2633,10,1,06.04.2015,Day,2730,2731,10,0,196,0,-48216,"-2,95%",1337622,1518768,"28,70%",7,"-1,014433",0,Breakout Low Entry, Stop Exit,30.03.2015,06.04.2015,,,41064,41066,,CC,,,,,,
1,1,Donchian w Rule Labels,US,1,Long,01.04.2015,Day,"152,21875","149,328125","2,83%",17,"152,234375",1000,1,09.04.2015,Day,"149,328125","149,3125",1000,0,68,0,"-49739,875","-2,85%",1287929,1532304,"28,10%",8,"-1,0067527",0,Breakout High Entry, Stop Exit,01.04.2015,09.04.2015,,,41064,41066,,US,,,,,,
1,1,Donchian w Rule Labels,PA,1,Short,27.03.2015,Day,"759,15","789,4","2,90%",14,"758,3",100,1,13.04.2015,Day,"789,4","789,6",100,0,56,0,-43876,"-2,93%",1244098,1586500,"25,50%",17,"-1,007717",0,Breakout Low Entry, Stop Exit,27.03.2015,13.04.2015,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,08.09.2014,Day,"0,9085","0,9171","2,80%",9,"0,9084",100000,1,15.04.2015,Day,"0,8163","0,8163",100000,0,144,0,"81822,4915769","29,21%",1343252,1640010,"23,00%",219,"10,4498712",0,Breakout Low Entry, Breakout High Exit,08.09.2014,15.04.2015,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,CL,1,Short,08.10.2014,Open,"115,17","118,15","2,74%",4,"114,83",1000,1,16.04.2015,Day,"80,13","80,16",1000,0,112,0,"135504,3563385","27,96%",1325034,1576154,"26,00%",190,"10,2036413",0,Breakout Low Entry, Breakout High Exit,08.10.2014,16.04.2015,,,41064,41066,,CL,,,,,,
1,1,Donchian w Rule Labels,AD,1,Short,04.11.2014,Day,"0,8309","0,8463","2,74%",11,"0,8308",100000,1,28.04.2015,Day,"0,7728","0,7731",100000,0,132,0,"62295,5334208","10,02%",1352894,1639577,"23,00%",175,"3,653697",0,Breakout Low Entry, Breakout High Exit,04.11.2014,28.04.2015,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,BP,1,Short,06.11.2014,Day,"1,6036","1,622","2,97%",17,"1,6031",62500,1,28.04.2015,Day,"1,5463","1,5465",62500,0,204,0,"58719,1134943","8,69%",1332567,1629555,"23,50%",173,"2,9240766",0,Breakout Low Entry, Breakout High Exit,06.11.2014,28.04.2015,,,41064,41066,,BP,,,,,,
1,1,Donchian w Rule Labels,LCO,1,Short,18.09.2014,Day,"117,01","119,65","2,52%",3,117,1000,1,29.04.2015,Day,"80,88","80,9",1000,0,84,0,"105953,6997443","33,55%",1514525,1604217,"24,70%",223,"13,3275094",0,Breakout Low Entry, Breakout High Exit,18.09.2014,29.04.2015,,,41064,41066,,LCO,,,,,,
1,1,Donchian w Rule Labels,EC,1,Short,26.08.2014,Open,"1,3614","1,3715","3,10%",5,"1,3598",125000,1,29.04.2015,Day,"1,1565","1,1566",125000,0,80,0,"126023,9580822","53,50%",1494734,1591426,"25,30%",246,"17,2340455",0,Breakout Low Entry, Breakout High Exit,26.08.2014,29.04.2015,,,41064,41066,,EC,,,,,,
1,1,Donchian w Rule Labels,LH,1,Short,16.12.2014,Day,84,"87,45","2,89%",24,"83,925",400,1,29.04.2015,Day,"68,975",69,400,0,288,0,"141030,437013","12,05%",1436846,1573138,"26,20%",134,"4,1675661",0,Breakout Low Entry, Breakout High Exit,16.12.2014,29.04.2015,,,41064,41066,,LH,,,,,,
1,1,Donchian w Rule Labels,JGB,1,Long,27.04.2015,Open,"146,25","145,7","2,98%",10,"146,28","8397,7158213",1,01.05.2015,Day,"145,7","145,68","8325,7014403",0,40,0,"-49994,2086421","-3,06%",1386880,1494303,"29,90%",4,"-1,0264328",0,Breakout High Entry, Stop Exit,27.04.2015,01.05.2015,,,41064,41066,,JGB,,,,,,
1,1,Donchian w Rule Labels,TY,1,Long,09.05.2014,Open,"117,4375","116,46875","2,54%",4,"117,453125",1000,1,07.05.2015,Day,"121,734375","121,71875",1000,0,80,0,"16520,7987852","10,66%",1382460,1517627,"28,80%",363,"4,1957584",0,Breakout High Entry, Breakout Low Exit,09.05.2014,07.05.2015,,,41064,41066,,TY,,,,,,
1,1,Donchian w Rule Labels,W,1,Short,27.04.2015,Day,"628,5","654,75","2,95%",36,628,50,1,14.05.2015,Day,"654,75","655,25",50,0,144,0,-49194,"-3,01%",1333368,1537231,"27,80%",17,"-1,0216822",0,Breakout Low Entry, Stop Exit,27.04.2015,14.05.2015,,,41064,41066,,W,,,,,,
1,1,Donchian w Rule Labels,NG,1,Short,03.12.2014,Day,"5,904","6,192","2,69%",9,"5,903",10000,1,15.05.2015,Day,"5,095","5,096",10000,0,180,0,"69819,4648907","7,22%",1306388,1398388,"34,40%",163,"2,6843316",0,Breakout Low Entry, Breakout High Exit,03.12.2014,15.05.2015,,,41064,41066,,NG,,,,,,
1,1,Donchian w Rule Labels,LB,1,Short,12.01.2015,Day,"338,1","347,9","2,91%",41,338,110,1,04.06.2015,Day,"311,9","312,1",110,0,492,0,"113191,3966866","7,37%",1124488,1420320,"33,30%",143,"2,5351385",0,Breakout Low Entry, Breakout High Exit,12.01.2015,04.06.2015,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,LC,1,Long,14.05.2015,Day,"136,3","132,3","2,88%",28,"136,375",400,1,25.06.2015,Day,"132,3","132,275",400,0,224,0,"-47361,6475862","-2,99%",1424282,1407039,"34,00%",42,"-1,0377223",0,Breakout High Entry, Stop Exit,14.05.2015,25.06.2015,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,13.04.2015,Day,"462,75","477,5","2,86%",62,"462,75",50,1,25.06.2015,Day,463,"463,25",50,0,744,0,"-4552,8030502","-0,28%",1331158,1372040,"35,60%",73,"-0,0995692",0,Breakout Low Entry, Breakout High Exit,13.04.2015,25.06.2015,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,S,1,Short,17.03.2015,Day,"980,5","1014,5","2,96%",34,"979,75",50,1,25.06.2015,Day,"1014,5",1015,50,0,408,0,"-62885,6801026","-3,15%",1222290,1343497,"36,90%",100,"-1,0645058",0,Breakout Low Entry, Stop Exit,17.03.2015,25.06.2015,,,41064,41066,,S,,,,,,
1,1,Donchian w Rule Labels,FC,1,Long,27.05.2015,Day,"188,275","182,975","2,77%",16,"188,325",500,1,29.06.2015,Day,"182,975","182,925",500,0,64,0,-43264,"-2,80%",1179053,1279470,"39,90%",33,"-1,0108411",0,Breakout High Entry, Stop Exit,27.05.2015,29.06.2015,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,LH,1,Short,22.06.2015,Day,"59,925",63,"2,91%",36,"59,875",400,1,01.07.2015,Day,63,"63,05",400,0,144,0,-45864,"-2,97%",1133268,1259556,"40,90%",9,"-1,0192",0,Breakout Low Entry, Stop Exit,22.06.2015,01.07.2015,,,41064,41066,,LH,,,,,,
1,1,Donchian w Rule Labels,CC,1,Long,20.05.2015,Open,3076,2981,"3,01%",42,3080,10,1,05.08.2015,Day,3058,3057,10,0,336,0,"-11030,4608597","-0,80%",1208955,2234805,"3,30%",77,"-0,2652828",0,Breakout High Entry, Breakout Low Exit,20.05.2015,05.08.2015,,,41064,41066,,CC,,,,,,
1,1,Donchian w Rule Labels,HU,1,Short,06.08.2015,Day,"1,8187","1,9229","2,86%",15,"1,8175",42000,1,12.08.2015,Day,"1,9229","1,9241",42000,0,60,0,-67218,"-2,90%",1208576,2163265,"6,80%",6,"-1,0122888",0,Breakout Low Entry, Stop Exit,06.08.2015,12.08.2015,,,41064,41066,,HU,,,,,,
1,1,Donchian w Rule Labels,SF,1,Short,04.08.2015,Day,"1,0705","1,0923","2,86%",24,"1,0703",125000,1,21.08.2015,Day,"1,0923","1,0929",125000,0,96,0,-67896,"-2,94%",1539858,2188844,"5,60%",17,"-1,0287273",0,Breakout Low Entry, Stop Exit,04.08.2015,21.08.2015,,,41064,41066,,SF,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,12.08.2015,Day,"436,25","453,75","2,95%",72,"435,75",50,1,21.08.2015,Day,"453,75",454,50,0,288,0,-65988,"-3,00%",1474014,2182400,"5,90%",9,"-1,0183333",0,Breakout Low Entry, Stop Exit,12.08.2015,21.08.2015,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,JY,1,Short,26.08.2014,Day,"0,9926","1,001","2,71%",6,"0,9925",125000,1,24.08.2015,Day,"0,8641","0,8653",125000,0,120,0,"94257,4755797","40,01%",1448596,2413858,"0,60%",363,"14,7854864",0,Breakout Low Entry, Breakout High Exit,26.08.2014,24.08.2015,,,41064,41066,,JY,,,,,,
1,1,Donchian w Rule Labels,US,1,Long,24.08.2015,Day,"149,359375","145,984375","2,84%",20,"149,4375",1000,1,25.08.2015,Day,"145,984375","145,9375",1000,0,80,0,-70080,"-2,89%",1378236,2860789,"1,80%",1,"-1,014733",0,Breakout High Entry, Stop Exit,24.08.2015,25.08.2015,,,41064,41066,,US,,,,,,
1,1,Donchian w Rule Labels,TY,1,Long,24.08.2015,Open,"124,328125","123,046875","3,37%",54,"124,5625",1000,1,31.08.2015,Open,"123,046875","122,984375",1000,0,216,0,"-85434,75","-3,52%",1609762,2055583,"33,50%",7,"-1,0438763",0,Breakout High Entry, Stop Exit,24.08.2015,31.08.2015,,,41064,41066,,TY,,,,,,
1,1,Donchian w Rule Labels,LB,1,Short,24.08.2015,Open,"273,4","285,6","4,24%",52,"267,6",110,1,11.09.2015,Day,"285,6","285,9",110,0,208,0,-104884,"-4,32%",1712081,2155429,"30,30%",18,"-1,0186869",0,Breakout Low Entry, Stop Exit,24.08.2015,11.09.2015,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,PA,1,Short,17.06.2015,Day,"733,45","759,1","2,85%",16,"732,85",100,1,23.09.2015,Day,"649,45","649,8",100,0,128,0,"131020,3705736","8,89%",1598927,2433970,"21,30%",98,"3,1195326",0,Breakout Low Entry, Breakout High Exit,17.06.2015,23.09.2015,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,SB,1,Short,07.07.2014,Day,"22,59","23,18","2,90%",9,"22,57",1120,1,29.09.2015,Day,"14,47","14,47",1120,0,216,0,"80559,3396666","37,99%",1817106,2498820,"19,20%",449,"13,101636",0,Breakout Low Entry, Breakout High Exit,07.07.2014,29.09.2015,,,41064,41066,,SB,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,02.10.2015,Day,"146,975","153,075","2,85%",24,"146,9",500,1,05.10.2015,Day,"153,075","153,075",500,0,96,0,-74196,"-2,85%",1742952,2455778,"20,60%",3,"-1,0012955",0,Breakout Low Entry, Stop Exit,02.10.2015,05.10.2015,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,16.07.2015,Open,"0,7779","0,7915","2,96%",33,"0,7774",100000,1,09.10.2015,Day,"0,7786","0,7787",100000,0,264,0,"-5843,3851472","-0,37%",1682847,1883834,"39,10%",85,"-0,1255832",0,Breakout Low Entry, Breakout High Exit,16.07.2015,09.10.2015,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,GC,1,Short,08.07.2015,Day,"1180,3","1208,2","2,76%",15,"1180,1",100,1,14.10.2015,Day,"1208,2","1208,8",100,0,120,0,"-44408,6493535","-2,91%",1527783,1869694,"39,50%",98,"-1,053586",0,Breakout Low Entry, Stop Exit,08.07.2015,14.10.2015,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,SI,1,Short,26.06.2015,Day,1625,"1694,5","2,65%",10,"1624,9",50,1,14.10.2015,Day,"1683,3","1683,7",50,0,80,0,"-30432,0839899","-2,32%",1482613,1858774,"39,90%",110,"-0,8744852",0,Breakout Low Entry, Breakout High Exit,26.06.2015,14.10.2015,,,41064,41066,,SI,,,,,,
1,1,Donchian w Rule Labels,S,1,Short,24.08.2015,Open,"938,25","974,5","3,89%",38,"924,75",50,1,14.10.2015,Day,"960,25","960,5",50,0,152,0,-68077,"-2,80%",1414612,1850623,"40,10%",51,"-0,720201",0,Breakout Low Entry, Breakout High Exit,24.08.2015,14.10.2015,,,41064,41066,,S,,,,,,
1,1,Donchian w Rule Labels,ED,1,Long,01.04.2015,Day,"98,2675","98,175","2,89%",218,"98,2675",2500,1,06.11.2015,Day,"98,3975","98,395",2500,0,1744,0,"66833,0551915","3,83%",1569250,2313441,"25,20%",219,"1,3257239",0,Breakout High Entry, Breakout Low Exit,01.04.2015,06.11.2015,,,41064,41066,,ED,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,10.11.2015,Day,"147,075","153,65","2,90%",22,"146,95",500,1,12.11.2015,Day,"153,65","153,725",500,0,88,0,-74613,"-2,94%",1660363,2468544,"20,20%",2,"-1,0123881",0,Breakout Low Entry, Stop Exit,10.11.2015,12.11.2015,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,10.11.2015,Day,"108,175","112,575","2,90%",41,"108,075",400,1,12.11.2015,Day,"112,575","112,675",400,0,164,0,-75604,"-2,97%",1584841,2431562,"21,40%",2,"-1,0244444",0,Breakout Low Entry, Stop Exit,10.11.2015,12.11.2015,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,O,1,Short,30.01.2015,Day,315,"327,75","3,05%",83,"314,25",50,1,18.11.2015,Open,"254,25",255,50,0,1328,0,"239598,7152905","13,04%",1858427,2685548,"13,10%",292,"4,2766393",0,Breakout Low Entry, Breakout High Exit,30.01.2015,18.11.2015,,,41064,41066,,O,,,,,,
1,1,Donchian w Rule Labels,BP,1,Short,09.11.2015,Open,"1,5239","1,545","3,16%",54,"1,5219",62500,1,19.11.2015,Day,"1,545","1,5453",62500,0,216,0,-79191,"-3,21%",1923220,2643085,"14,50%",10,"-1,0157576",0,Breakout Low Entry, Stop Exit,09.11.2015,19.11.2015,,,41064,41066,,BP,,,,,,
1,1,Donchian w Rule Labels,PA,1,Short,18.11.2015,Day,"532,8","573,15","2,84%",19,"532,75",100,1,27.11.2015,Day,"573,15","573,2",100,0,152,0,"-79206,5817921","-2,93%",1879215,2296829,"25,70%",9,"-1,0318731",0,Breakout Low Entry, Stop Exit,18.11.2015,27.11.2015,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,LH,1,Short,05.11.2015,Day,"59,175","62,45","2,89%",49,"59,125",400,1,01.12.2015,Day,"62,45","62,475",400,0,392,0,"-68040,1084157","-3,02%",1827695,2502814,"19,00%",26,"-1,0440403",0,Breakout Low Entry, Stop Exit,05.11.2015,01.12.2015,,,41064,41066,,LH,,,,,,
1,1,Donchian w Rule Labels,BO,1,Short,27.07.2015,Day,34,"35,32","2,93%",74,"33,97",600,1,01.12.2015,Day,"32,98","32,99",600,0,592,0,"41490,7324067","2,03%",1725427,2475582,"19,90%",127,"0,6922044",0,Breakout Low Entry, Breakout High Exit,27.07.2015,01.12.2015,,,41064,41066,,BO,,,,,,
1,1,Donchian w Rule Labels,S,1,Short,11.11.2015,Day,896,"923,75","2,92%",55,"895,75",50,1,01.12.2015,Day,"923,75","924,25",50,0,220,0,-78595,"-2,98%",1646942,2466535,"20,20%",20,"-1,0207143",0,Breakout Low Entry, Stop Exit,11.11.2015,01.12.2015,,,41064,41066,,S,,,,,,
1,1,Donchian w Rule Labels,GC,1,Short,03.12.2015,Open,"1086,3","1115,2","3,12%",26,"1083,5",100,1,04.12.2015,Day,"1115,2","1115,4",100,0,104,0,-83044,"-3,15%",1606211,2217480,"28,30%",1,"-1,007571",0,Breakout Low Entry, Stop Exit,03.12.2015,04.12.2015,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,PA,1,Short,02.12.2015,Day,"532,7","572,6","2,75%",16,"532,35",100,1,04.12.2015,Day,"572,6","572,9",100,0,64,0,-64944,"-2,78%",1541299,2166008,"29,90%",2,"-1,0084472",0,Breakout Low Entry, Stop Exit,02.12.2015,04.12.2015,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,BP,1,Short,02.12.2015,Day,"1,5204","1,5394","3,02%",57,"1,5196",62500,1,11.12.2015,Day,"1,5394","1,5395",62500,0,456,0,"-73262,0903663","-3,13%",1559509,2630786,"14,90%",9,"-1,0386261",0,Breakout Low Entry, Stop Exit,02.12.2015,11.12.2015,,,41064,41066,,BP,,,,,,
1,1,Donchian w Rule Labels,CC,1,Long,20.11.2015,Open,3299,3203,"3,46%",77,3318,10,1,17.12.2015,Day,3203,3200,10,0,308,0,-91168,"-3,56%",2408468,2919162,"5,60%",27,"-1,0295652",0,Breakout High Entry, Stop Exit,20.11.2015,17.12.2015,,,41064,41066,,CC,,,,,,
1,1,Donchian w Rule Labels,JY,1,Short,18.12.2015,Day,"0,8336","0,8448","2,94%",69,"0,8334",125000,1,18.12.2015,Day,"0,8448","0,8452",125000,0,276,0,-102051,"-3,05%",2306238,3240293,"3,10%",0,"-1,0378947",0,Breakout Low Entry, Entry Day Stop Exit,18.12.2015,18.12.2015,,,41064,41066,,JY,,,,,,
1,1,Donchian w Rule Labels,GC,1,Short,17.12.2015,Day,"1082,3","1111,7","2,84%",28,1082,100,1,21.12.2015,Day,"1111,7","1111,8",100,0,112,0,-83552,"-2,85%",2222766,2895404,"13,40%",4,"-1,0047138",0,Breakout Low Entry, Stop Exit,17.12.2015,21.12.2015,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,16.11.2015,Open,"107,55","112,2","3,15%",41,"107,15",400,1,24.12.2015,Day,"112,2","112,325",400,0,164,0,-85034,"-3,23%",2364112,2415896,"27,70%",38,"-1,0267327",0,Breakout Low Entry, Stop Exit,16.11.2015,24.12.2015,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,16.11.2015,Open,"146,6","153,6","2,94%",21,"146,225",500,1,05.01.2016,Day,"153,6","153,65",500,0,168,0,"-80529,3899013","-3,06%",2297997,2480008,"25,80%",50,"-1,0399276",0,Breakout Low Entry, Stop Exit,16.11.2015,05.01.2016,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,07.01.2016,Day,"415,25",427,"2,95%",144,415,50,1,19.01.2016,Day,427,"427,25",50,0,576,0,-88776,"-3,03%",2523399,3881179,"0,30%",12,"-1,0275",0,Breakout Low Entry, Stop Exit,07.01.2016,19.01.2016,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,SI,1,Short,14.12.2015,Day,"1456,6","1517,5","2,88%",26,"1455,2",50,1,26.01.2016,Day,"1517,5",1518,50,0,104,0,-81744,"-2,91%",2540535,3498295,"12,20%",43,"-1,0093098",0,Breakout Low Entry, Stop Exit,14.12.2015,26.01.2016,,,41064,41066,,SI,,,,,,
1,1,Donchian w Rule Labels,ED,1,Long,20.01.2016,Day,"98,6275","98,5475","2,99%",550,"98,63",2500,1,27.01.2016,Day,"98,5475","98,545",2500,0,2200,0,-119075,"-3,14%",2503297,3300008,"17,20%",7,"-1,049697",0,Breakout High Entry, Stop Exit,20.01.2016,27.01.2016,,,41064,41066,,ED,,,,,,
1,1,Donchian w Rule Labels,EC,1,Short,06.11.2015,Day,"1,1225","1,143","2,97%",26,"1,1216",125000,1,03.02.2016,Day,"1,143","1,1433",125000,0,208,0,"-72577,9697193","-3,10%",2424989,3595473,"9,80%",89,"-1,0435366",0,Breakout Low Entry, Stop Exit,06.11.2015,03.02.2016,,,41064,41066,,EC,,,,,,
1,1,Donchian w Rule Labels,PL,1,Short,17.02.2015,Day,"1204,6","1245,3","2,85%",20,"1203,7",50,1,08.02.2016,Day,"934,4","935,3",50,0,400,0,"263777,1716863","18,08%",2375126,3353866,"15,90%",356,"6,3407974",0,Breakout Low Entry, Breakout High Exit,17.02.2015,08.02.2016,,,41064,41066,,PL,,,,,,
1,1,Donchian w Rule Labels,SF,1,Short,26.10.2015,Day,"1,0608","1,0803","2,87%",26,"1,0607",125000,1,09.02.2016,Day,"1,0658","1,0661",125000,0,208,0,"-19392,6253651","-0,87%",2300009,3549928,"10,90%",106,"-0,3044368",0,Breakout Low Entry, Breakout High Exit,26.10.2015,09.02.2016,,,41064,41066,,SF,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,08.12.2015,Open,"0,7457","0,7567","3,39%",69,"0,7438",100000,1,25.02.2016,Day,"0,7421","0,7422",100000,0,276,0,10764,"0,41%",2321221,3995853,"4,70%",79,"0,1209302",0,Breakout Low Entry, Breakout High Exit,08.12.2015,25.02.2016,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,ED,1,Long,03.02.2016,Open,"98,715","98,6275","3,47%",484,"98,7325",2500,1,29.02.2016,Day,"98,6275","98,625",2500,0,1936,0,-132011,"-3,61%",2533775,3870526,"7,70%",26,"-1,0390476",0,Breakout High Entry, Stop Exit,03.02.2016,29.02.2016,,,41064,41066,,ED,,,,,,
1,1,Donchian w Rule Labels,HG,1,Short,22.06.2015,Day,"268,05","277,4","2,89%",19,268,250,1,02.03.2016,Day,"228,15","228,25",250,0,304,0,"184849,5730247","11,96%",2483408,3640983,"13,20%",254,"4,139968",0,Breakout Low Entry, Breakout High Exit,22.06.2015,02.03.2016,,,41064,41066,,HG,,,,,,
1,1,Donchian w Rule Labels,AD,1,Short,07.07.2015,Open,"0,7288","0,7473","2,97%",21,"0,728",100000,1,03.03.2016,Day,"0,7217","0,7219",100000,0,252,0,"10688,7375997","0,78%",2459431,3483138,"16,90%",240,"0,2637241",0,Breakout Low Entry, Breakout High Exit,07.07.2015,03.03.2016,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,PA,1,Short,06.01.2016,Day,"534,2","568,9","2,93%",21,"532,8",100,1,04.03.2016,Day,"550,6","551,45",100,0,168,0,"-40972,613685","-1,59%",2332978,3275239,"21,90%",58,"-0,5404645",0,Breakout Low Entry, Breakout High Exit,06.01.2016,04.03.2016,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,LCO,1,Short,07.07.2015,Day,"68,76","72,41","2,70%",10,"68,72",1000,1,07.03.2016,Day,"46,29","46,39",1000,0,320,0,"216500,8966466","15,84%",2279984,3096176,"26,20%",244,"5,867233",0,Breakout Low Entry, Breakout High Exit,07.07.2015,07.03.2016,,,41064,41066,,LCO,,,,,,
1,1,Donchian w Rule Labels,LGO,1,Short,17.07.2015,Day,"601,9",632,"2,84%",15,"601,6",100,1,07.03.2016,Day,"394,1","394,95",100,0,540,0,"299650,7917729","18,64%",2211779,3078221,"26,60%",234,"6,5712893",0,Breakout Low Entry, Breakout High Exit,17.07.2015,07.03.2016,,,41064,41066,,LGO,,,,,,
1,1,Donchian w Rule Labels,HO,1,Short,20.07.2015,Open,"2,0546","2,1506","3,27%",12,"2,0394",42000,1,07.03.2016,Day,"1,3925","1,3949",42000,0,384,0,"314938,9014174","18,36%",2159087,3067563,"26,90%",231,"5,6194134",0,Breakout Low Entry, Breakout High Exit,20.07.2015,07.03.2016,,,41064,41066,,HO,,,,,,
1,1,Donchian w Rule Labels,HU,1,Short,19.08.2015,Day,"1,8014","1,9035","2,96%",15,"1,7993",42000,1,09.03.2016,Day,"1,546","1,5479",42000,0,420,0,"146600,1331086","6,61%",2853913,3020640,"28,00%",203,"2,2331922",0,Breakout Low Entry, Breakout High Exit,19.08.2015,09.03.2016,,,41064,41066,,HU,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,02.03.2016,Day,413,423,"2,97%",212,"412,75",50,1,11.03.2016,Day,423,423,50,0,848,0,-109498,"-2,99%",2660356,2585862,"38,30%",9,"-1,0078049",0,Breakout Low Entry, Stop Exit,02.03.2016,11.03.2016,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,KC,1,Short,26.01.2015,Day,"199,9","210,95","2,87%",12,"199,8",375,1,16.03.2016,Day,"150,35","150,45",375,0,336,0,"215706,0658456","12,34%",2711593,2457790,"41,40%",415,"4,2990746",0,Breakout Low Entry, Breakout High Exit,26.01.2015,16.03.2016,,,41064,41066,,KC,,,,,,
1,1,Donchian w Rule Labels,MP,1,Short,04.11.2014,Day,"0,06715","0,068125","2,90%",36,"0,067125",500000,1,17.03.2016,Day,"0,0529","0,05295",500000,0,1008,0,"250272,2854581","40,26%",2700008,2501384,"40,40%",499,"13,9040159",0,Breakout Low Entry, Breakout High Exit,04.11.2014,17.03.2016,,,41064,41066,,MP,,,,,,
1,1,Donchian w Rule Labels,CL,1,Short,22.07.2015,Day,"69,18","72,7","2,76%",14,"69,16",1000,1,17.03.2016,Day,"51,09","51,15",1000,0,504,0,"240692,1675263","13,40%",2681360,2491136,"40,60%",239,"4,8565813",0,Breakout Low Entry, Breakout High Exit,22.07.2015,17.03.2016,,,41064,41066,,CL,,,,,,
1,1,Donchian w Rule Labels,JY,1,Long,17.03.2016,Day,"0,9226","0,9054","2,88%",33,"0,9229",125000,1,28.03.2016,Day,"0,9054","0,9053",125000,0,132,0,-72732,"-2,90%",2608709,2769518,"34,00%",11,"-1,0075429",0,Breakout High Entry, Stop Exit,17.03.2016,28.03.2016,,,41064,41066,,JY,,,,,,
1,1,Donchian w Rule Labels,LB,1,Long,29.03.2016,Open,"354,5","341,9","3,37%",55,"356,7",110,1,04.04.2016,Open,"341,9","341,5",110,0,220,0,-92180,"-3,47%",2516234,2624824,"37,40%",6,"-1,029484",0,Breakout High Entry, Stop Exit,29.03.2016,04.04.2016,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,31.03.2016,Day,"412,75","421,75","3,06%",173,"412,25",50,1,12.04.2016,Day,"421,75",422,50,0,692,0,"-85029,5","-3,16%",2431539,2979874,"28,90%",12,"-1,0347368",0,Breakout Low Entry, Stop Exit,31.03.2016,12.04.2016,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,W,1,Short,10.02.2016,Open,"592,75","611,75","3,10%",118,"591,25",50,1,19.04.2016,Day,"611,75","612,25",50,0,1416,0,"-130951,6752043","-3,36%",2310463,2611396,"37,70%",69,"-1,0826926",0,Breakout Low Entry, Stop Exit,10.02.2016,19.04.2016,,,41064,41066,,W,,,,,,
1,1,Donchian w Rule Labels,O,1,Short,12.01.2016,Day,226,"238,25","3,00%",156,"225,5",50,1,20.04.2016,Day,"229,75",230,50,0,1248,0,"-38581,4534829","-1,16%",2300407,2347971,"44,00%",99,"-0,3879483",0,Breakout Low Entry, Breakout High Exit,12.01.2016,20.04.2016,,,41064,41066,,O,,,,,,
1,1,Donchian w Rule Labels,NG,1,Short,27.08.2015,Day,"4,588","4,748","2,92%",56,"4,587",10000,1,22.04.2016,Day,"3,361","3,363",10000,0,1568,0,"669395,4559921","21,65%",2195961,2153962,"48,60%",239,"7,4245281",0,Breakout Low Entry, Breakout High Exit,27.08.2015,22.04.2016,,,41064,41066,,NG,,,,,,
