Test,System Number,System Name,Symbol,Unit,Position,Entry Date,Entry Time,Entry Order Price,Stop Price,Risk%,Quantity,Entry Fill,Entry DPP,Entry Stock Split Ratio,Exit Date,Exit Time,Exit Order Price,Exit Fill,Exit DPP,Dividends,Commission,Forex Carry,Profit,Profit%,Closed Equity,Total Equity,Drawdown,Days in Trade,R Multiple,Custom,Rule,,,,,,04.06.2012,06.06.2012,,,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,25.04.2016,Open,"101,375","105,2","2,92%",38,"101,3",400,1,26.04.2016,Day,"105,2","105,225",400,0,152,0,-59812,"-2,95%",2136127,1840232,"56,10%",1,"-1,0089744",0,Breakout Low Entry, Stop Exit,25.04.2016,26.04.2016,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,BO,1,Long,21.04.2016,Day,"37,27","36,11","2,93%",93,"37,29",600,1,27.04.2016,Day,"36,11","36,08",600,0,372,0,-67890,"-3,02%",2068428,1751709,"58,20%",6,"-1,0310734",0,Breakout High Entry, Stop Exit,21.04.2016,27.04.2016,,,41064,41066,,BO,,,,,,
1,1,Donchian w Rule Labels,BP,1,Short,17.12.2015,Day,"1,5108","1,5314","2,95%",66,"1,5104",62500,1,29.04.2016,Day,"1,4812","1,4814",62500,0,528,0,"115949,2826215","3,96%",1911144,1965413,"53,10%",134,"1,3385199",0,Breakout Low Entry, Breakout High Exit,17.12.2015,29.04.2016,,,41064,41066,,BP,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,22.04.2016,Day,"128,725","134,425","2,89%",22,"128,7",500,1,05.05.2016,Day,"134,425","134,425",500,0,88,0,-63063,"-2,90%",1848056,2005263,"52,20%",13,"-1,0013974",0,Breakout Low Entry, Stop Exit,22.04.2016,05.05.2016,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,29.04.2016,Open,"101,4","105,3","3,20%",36,"100,9",400,1,05.05.2016,Day,"105,3","105,4",400,0,144,0,-64944,"-3,28%",1783184,1986471,"52,60%",6,"-1,025",0,Breakout Low Entry, Stop Exit,29.04.2016,05.05.2016,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,SB,1,Long,05.05.2016,Day,"18,33","17,48","2,91%",62,"18,34",1120,1,05.05.2016,Day,"17,48","17,46",1120,0,248,0,"-61355,2","-2,99%",1721829,1925116,"54,10%",0,"-1,0274086",0,Breakout High Entry, Entry Day Stop Exit,05.05.2016,05.05.2016,,,41064,41066,,SB,,,,,,
1,1,Donchian w Rule Labels,LB,1,Long,10.05.2016,Day,"361,1","347,5","2,91%",37,"361,2",110,1,19.05.2016,Day,"347,5","347,4",110,0,148,0,-56314,"-2,93%",1665410,1669647,"60,20%",9,"-1,0099536",0,Breakout High Entry, Stop Exit,10.05.2016,19.05.2016,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,GC,1,Long,29.04.2016,Day,"1309,5","1271,5","2,94%",15,"1310,4",100,1,24.05.2016,Day,"1271,5","1270,6",100,0,60,0,-59760,"-3,02%",1605621,1668680,"60,20%",25,"-1,0241645",0,Breakout High Entry, Stop Exit,29.04.2016,24.05.2016,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,HG,1,Short,09.06.2016,Day,"211,75","219,9","2,90%",35,"211,65",250,1,15.06.2016,Day,"219,9","219,95",250,0,140,0,-72765,"-2,93%",2102474,2647780,"36,90%",6,"-1,008",0,Breakout Low Entry, Stop Exit,09.06.2016,15.06.2016,,,41064,41066,,HG,,,,,,
1,1,Donchian w Rule Labels,GC,1,Long,16.06.2016,Day,"1326,6","1291,9","2,88%",22,"1327,5",100,1,22.06.2016,Day,"1291,9","1291,7",100,0,88,0,-78848,"-2,90%",2117887,2395301,"42,90%",6,"-1,0067416",0,Breakout High Entry, Stop Exit,16.06.2016,22.06.2016,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,20.06.2016,Day,"101,4","105,275","2,88%",51,"101,375",400,1,23.06.2016,Day,"105,275","105,3",400,0,204,0,-80274,"-2,91%",2037721,2354925,"43,80%",3,"-1,0089744",0,Breakout Low Entry, Stop Exit,20.06.2016,23.06.2016,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,MP,1,Short,24.06.2016,Day,"0,049075","0,0504","3,04%",94,"0,049",500000,1,29.06.2016,Day,"0,0504","0,050425",500000,0,376,0,-67351,"-3,11%",1969562,3067105,"26,90%",5,"-1,0235714",0,Breakout Low Entry, Stop Exit,24.06.2016,29.06.2016,,,41064,41066,,MP,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,16.06.2016,Day,"126,125","131,725","2,95%",28,126,500,1,30.06.2016,Day,"131,725","131,75",500,0,112,0,-80612,"-2,97%",1888728,3123196,"25,50%",14,"-1,0057642",0,Breakout Low Entry, Stop Exit,16.06.2016,30.06.2016,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,O,1,Short,01.07.2016,Day,"199,25","210,5","2,95%",160,199,50,1,12.07.2016,Day,"210,5","210,75",50,0,640,0,-94640,"-3,04%",1793824,3570104,"14,90%",11,"-1,0286957",0,Breakout Low Entry, Stop Exit,01.07.2016,12.07.2016,,,41064,41066,,O,,,,,,
1,1,Donchian w Rule Labels,ED,1,Long,24.06.2016,Day,"98,7425","98,6625","3,16%",313,"98,75",2500,1,15.07.2016,Day,"98,6625","98,6625",2500,0,1252,0,"-69720,75","-3,22%",1720928,2918658,"30,40%",21,"-1,0182857",0,Breakout High Entry, Stop Exit,24.06.2016,15.07.2016,,,41064,41066,,ED,,,,,,
1,1,Donchian w Rule Labels,LB,1,Long,15.07.2016,Day,"366,5",353,"2,86%",57,"366,5",110,1,19.07.2016,Day,353,"352,9",110,0,228,0,-85500,"-2,89%",1634481,2715003,"35,30%",4,"-1,010101",0,Breakout High Entry, Stop Exit,15.07.2016,19.07.2016,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,S,1,Long,10.05.2016,Day,"1077,25","1044,75","3,08%",34,"1079,5",50,1,22.07.2016,Day,"1048,25","1046,5",50,0,272,0,"-58660,6654421","-3,06%",1367816,3008542,"28,30%",73,"-0,9929863",0,Breakout High Entry, Breakout Low Exit,10.05.2016,22.07.2016,,,41064,41066,,S,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,21.07.2016,Day,"122,325","128,075","2,89%",28,"122,25",500,1,25.07.2016,Day,"128,075","128,1",500,0,112,0,-82012,"-2,91%",1285646,2794502,"33,40%",4,"-1,0056652",0,Breakout Low Entry, Stop Exit,21.07.2016,25.07.2016,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,11.07.2016,Day,"101,4","105,35","2,91%",70,"101,35",400,1,27.07.2016,Day,"105,35","105,375",400,0,560,0,"-116429,0945583","-3,03%",1206696,2994532,"28,60%",16,"-1,0395455",0,Breakout Low Entry, Stop Exit,11.07.2016,27.07.2016,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,EC,1,Short,22.07.2016,Day,"1,1235","1,1412","2,86%",39,"1,1234",125000,1,29.07.2016,Day,"1,1412","1,1415",125000,0,156,0,"-88393,5","-2,91%",1118314,3101152,"26,10%",7,"-1,0186517",0,Breakout Low Entry, Stop Exit,22.07.2016,29.07.2016,,,41064,41066,,EC,,,,,,
1,1,Donchian w Rule Labels,SF,1,Short,20.07.2016,Day,"1,0415","1,0564","2,89%",45,"1,0414",125000,1,29.07.2016,Day,"1,0564","1,0571",125000,0,180,0,"-88492,5","-3,03%",1029911,3063937,"26,90%",9,"-1,0488",0,Breakout Low Entry, Stop Exit,20.07.2016,29.07.2016,,,41064,41066,,SF,,,,,,
1,1,Donchian w Rule Labels,JGB,1,Long,12.08.2015,Open,"146,19","145,7","2,99%",16,"146,21","8051,5297907",1,02.08.2016,Day,"150,92","150,87","9910,802775",0,320,0,"637892,3329499","29,01%",958555,2914574,"30,50%",356,"9,7090965",0,Breakout High Entry, Breakout Low Exit,12.08.2015,02.08.2016,,,41064,41066,,JGB,,,,,,
1,1,Donchian w Rule Labels,CC,1,Short,22.07.2016,Day,2782,2891,"2,90%",80,2781,10,1,03.08.2016,Day,2891,2893,10,0,320,0,-89920,"-2,96%",868745,2851127,"32,00%",12,"-1,0218182",0,Breakout Low Entry, Stop Exit,22.07.2016,03.08.2016,,,41064,41066,,CC,,,,,,
1,1,Donchian w Rule Labels,CL,1,Short,02.08.2016,Day,"46,32","49,31","2,89%",29,"46,31",1000,1,08.08.2016,Day,"49,31","49,37",1000,0,116,0,-88856,"-2,95%",779676,2595478,"38,10%",6,"-1,0213333",0,Breakout Low Entry, Stop Exit,02.08.2016,08.08.2016,,,41064,41066,,CL,,,,,,
1,1,Donchian w Rule Labels,BO,1,Short,29.06.2016,Day,"32,88","34,15","2,92%",118,"32,87",600,1,12.08.2016,Day,"34,15","34,16",600,0,472,0,-91804,"-2,96%",837012,2530890,"39,70%",44,"-1,0130208",0,Breakout Low Entry, Stop Exit,29.06.2016,12.08.2016,,,41064,41066,,BO,,,,,,
1,1,Donchian w Rule Labels,HU,1,Short,07.07.2016,Day,"1,4174","1,515","2,84%",27,"1,416",42000,1,18.08.2016,Day,"1,515","1,5153",42000,0,324,0,"-119064,5735572","-3,01%",721867,2101879,"49,90%",42,"-1,0605577",0,Breakout Low Entry, Stop Exit,07.07.2016,18.08.2016,,,41064,41066,,HU,,,,,,
1,1,Donchian w Rule Labels,PL,1,Long,28.07.2016,Open,"1149,6","1106,2","3,44%",42,"1158,1",50,1,24.08.2016,Day,"1106,2","1105,5",50,0,168,0,-110628,"-3,49%",742507,2149000,"48,80%",27,"-1,0150289",0,Breakout High Entry, Stop Exit,28.07.2016,24.08.2016,,,41064,41066,,PL,,,,,,
1,1,Donchian w Rule Labels,SI,1,Long,29.06.2016,Day,"1879,9","1808,4","2,95%",25,"1881,5",50,1,29.08.2016,Day,"1888,6","1888,4",50,0,200,0,"5305,5271061","0,17%",670609,1935088,"53,90%",61,"0,0580632",0,Breakout High Entry, Breakout Low Exit,29.06.2016,29.08.2016,,,41064,41066,,SI,,,,,,
1,1,Donchian w Rule Labels,AD,1,Long,08.09.2016,Day,"0,7652","0,7504","2,86%",42,"0,7653",100000,1,09.09.2016,Day,"0,7504","0,7502",100000,0,168,0,-63588,"-2,91%",1063870,1959704,"53,30%",1,"-1,0161074",0,Breakout High Entry, Stop Exit,08.09.2016,09.09.2016,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,US,1,Long,13.01.2016,Day,"149,1875","146,203125","2,87%",33,"149,21875",1000,1,09.09.2016,Day,"161,796875","161,765625",1000,0,528,0,"405169,9310872","11,70%",952944,1910654,"54,40%",240,"4,0714203",0,Breakout High Entry, Breakout Low Exit,13.01.2016,09.09.2016,,,41064,41066,,US,,,,,,
1,1,Donchian w Rule Labels,TY,1,Long,29.01.2016,Day,"126,015625","124,875","2,97%",78,"126,046875",1000,1,13.09.2016,Day,"128,34375","128,328125",1000,0,1248,0,"169368,9354081","5,50%",1256919,1770589,"57,80%",228,"1,8529251",0,Breakout High Entry, Breakout Low Exit,29.01.2016,13.09.2016,,,41064,41066,,TY,,,,,,
1,1,Donchian w Rule Labels,CC,1,Short,12.09.2016,Open,2753,2870,"3,07%",45,2744,10,1,22.09.2016,Day,2870,2873,10,0,180,0,-58230,"-3,16%",1497002,2144613,"48,90%",10,"-1,0269841",0,Breakout Low Entry, Stop Exit,12.09.2016,22.09.2016,,,41064,41066,,CC,,,,,,
1,1,Donchian w Rule Labels,KC,1,Long,20.09.2016,Day,"171,1","164,35","2,87%",24,"171,15",375,1,26.09.2016,Day,"164,35","164,25",375,0,96,0,-62196,"-2,91%",1434877,2127459,"49,30%",6,"-1,0162745",0,Breakout High Entry, Stop Exit,20.09.2016,26.09.2016,,,41064,41066,,KC,,,,,,
1,1,Donchian w Rule Labels,SF,1,Short,30.09.2016,Day,"1,0349","1,0491","3,01%",38,"1,0342",125000,1,30.09.2016,Day,"1,0491","1,0499",125000,0,152,0,-74727,"-3,18%",1389411,2275480,"45,70%",0,"-1,0558389",0,Breakout Low Entry, Entry Day Stop Exit,30.09.2016,30.09.2016,,,41064,41066,,SF,,,,,,
1,1,Donchian w Rule Labels,GC,1,Long,24.06.2016,Day,"1336,5","1300,9","3,00%",17,"1339,1",100,1,04.10.2016,Day,"1319,2","1317,5",100,0,136,0,"-38673,5456286","-1,79%",1342822,2148355,"48,80%",102,"-0,5955273",0,Breakout High Entry, Breakout Low Exit,24.06.2016,04.10.2016,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,O,1,Short,05.08.2016,Day,"186,75","197,5","2,96%",154,"186,5",50,1,07.10.2016,Day,"197,25","197,5",50,0,616,0,-85316,"-2,98%",1257832,2050631,"51,10%",63,"-1,0072727",0,Breakout Low Entry, Breakout High Exit,05.08.2016,07.10.2016,,,41064,41066,,O,,,,,,
1,1,Donchian w Rule Labels,MP,1,Short,16.09.2016,Day,"0,048025","0,049425","3,00%",81,"0,047975",500000,1,10.10.2016,Day,"0,049425","0,049475",500000,0,324,0,-61074,"-3,12%",1196937,2157322,"48,60%",24,"-1,04",0,Breakout Low Entry, Stop Exit,16.09.2016,10.10.2016,,,41064,41066,,MP,,,,,,
1,1,Donchian w Rule Labels,C,1,Short,01.07.2016,Day,409,428,"2,93%",95,"408,75",50,1,14.10.2016,Day,"395,25","395,75",50,0,760,0,"57836,8454546","1,86%",1226386,2110913,"49,70%",105,"0,6325287",0,Breakout Low Entry, Breakout High Exit,01.07.2016,14.10.2016,,,41064,41066,,C,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,14.09.2016,Day,"0,761","0,7733","2,86%",46,"0,7609",100000,1,18.10.2016,Day,"0,7733","0,7734",100000,0,184,0,-57684,"-2,89%",1168817,2078226,"50,40%",34,"-1,0112903",0,Breakout Low Entry, Stop Exit,14.09.2016,18.10.2016,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,JY,1,Long,05.04.2016,Day,"0,9243","0,908","2,97%",37,"0,9248",125000,1,27.10.2016,Day,"0,9685","0,9683",125000,0,444,0,"195826,2426331","7,49%",1202379,1907054,"54,50%",205,"2,5202863",0,Breakout High Entry, Breakout Low Exit,05.04.2016,27.10.2016,,,41064,41066,,JY,,,,,,
1,1,Donchian w Rule Labels,AD,1,Long,19.10.2016,Day,"0,7655","0,7519","2,92%",44,"0,7656",100000,1,28.10.2016,Day,"0,7519","0,7518",100000,0,176,0,-60896,"-2,95%",1141576,1851235,"55,90%",9,"-1,010219",0,Breakout High Entry, Stop Exit,19.10.2016,28.10.2016,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,PL,1,Short,20.10.2016,Day,"948,1","988,4","2,91%",31,"947,7",50,1,28.10.2016,Day,"988,4",989,50,0,124,0,-64139,"-2,96%",1077499,1830713,"56,30%",8,"-1,0167076",0,Breakout Low Entry, Stop Exit,20.10.2016,28.10.2016,,,41064,41066,,PL,,,,,,
1,1,Donchian w Rule Labels,EC,1,Short,13.10.2016,Day,"1,1227","1,1368","2,84%",37,"1,1226",125000,1,04.11.2016,Day,"1,1368","1,1369",125000,0,148,0,"-66285,5","-2,87%",1011232,1596442,"61,90%",22,"-1,0092958",0,Breakout Low Entry, Stop Exit,13.10.2016,04.11.2016,,,41064,41066,,EC,,,,,,
1,1,Donchian w Rule Labels,AD,1,Long,07.11.2016,Day,"0,7656","0,7525","2,92%",39,"0,7657",100000,1,09.11.2016,Day,"0,7525","0,7524",100000,0,156,0,-52026,"-2,95%",959177,1735263,"58,60%",2,"-1,0106061",0,Breakout High Entry, Stop Exit,07.11.2016,09.11.2016,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,BO,1,Long,19.10.2016,Day,"36,89","35,56","2,92%",75,"36,9",600,1,14.11.2016,Day,"35,56","35,54",600,0,300,0,-61500,"-2,98%",916781,1543457,"63,20%",26,"-1,0199005",0,Breakout High Entry, Stop Exit,19.10.2016,14.11.2016,,,41064,41066,,BO,,,,,,
1,1,Donchian w Rule Labels,SB,1,Long,11.05.2016,Day,"18,32","17,44","2,86%",56,"18,32",1120,1,16.11.2016,Day,"21,4","21,38",1120,0,672,0,"187647,380082","9,73%",1135049,1571248,"62,50%",189,"3,3998032",0,Breakout High Entry, Breakout Low Exit,11.05.2016,16.11.2016,,,41064,41066,,SB,,,,,,
1,1,Donchian w Rule Labels,LC,1,Short,29.08.2016,Open,"98,475","102,125","3,43%",39,"97,8",400,1,17.11.2016,Day,"100,025","100,025",400,0,468,0,"-38504,3772649","-1,96%",1094415,1456629,"65,30%",80,"-0,5706889",0,Breakout Low Entry, Breakout High Exit,29.08.2016,17.11.2016,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,NG,1,Short,07.11.2016,Day,"3,378","3,567","2,91%",27,"3,377",10000,1,23.11.2016,Day,"3,567","3,569",10000,0,108,0,-51948,"-2,95%",1042501,1344357,"67,90%",16,"-1,0126316",0,Breakout Low Entry, Stop Exit,07.11.2016,23.11.2016,,,41064,41066,,NG,,,,,,
1,1,Donchian w Rule Labels,KC,1,Long,18.10.2016,Day,"173,55","166,9","2,85%",24,"173,6",375,1,25.11.2016,Day,"166,9","166,75",375,0,192,0,"-63911,6882525","-3,02%",959660,1355873,"67,70%",38,"-1,0598953",0,Breakout High Entry, Stop Exit,18.10.2016,25.11.2016,,,41064,41066,,KC,,,,,,
1,1,Donchian w Rule Labels,FC,1,Short,06.09.2016,Day,"122,15","127,75","2,90%",20,"122,025",500,1,25.11.2016,Day,"126,4","126,45",500,0,240,0,"-47603,1323828","-2,41%",830870,1338333,"68,10%",80,"-0,8314958",0,Breakout Low Entry, Breakout High Exit,06.09.2016,25.11.2016,,,41064,41066,,FC,,,,,,
1,1,Donchian w Rule Labels,LH,1,Short,15.07.2016,Day,"63,9","66,6","2,94%",79,"63,85",400,1,25.11.2016,Day,"53,775","53,775",400,0,948,0,"311584,2555751","10,53%",723272,1292355,"69,20%",133,"3,5855495",0,Breakout Low Entry, Breakout High Exit,15.07.2016,25.11.2016,,,41064,41066,,LH,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,31.10.2016,Open,"0,7505","0,7621","3,14%",44,"0,7493",100000,1,09.12.2016,Day,"0,7621","0,7622",100000,0,176,0,-56936,"-3,17%",666317,1310081,"68,80%",39,"-1,0109375",0,Breakout Low Entry, Stop Exit,31.10.2016,09.12.2016,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,PA,1,Long,25.11.2016,Day,"742,4","706,6","2,90%",11,"742,6",100,1,15.12.2016,Day,"706,6","706,05",100,0,44,0,-40249,"-2,94%",867663,1143344,"72,70%",20,"-1,0163889",0,Breakout High Entry, Stop Exit,25.11.2016,15.12.2016,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,OJ,1,Long,19.05.2016,Day,"126,7","118,8","2,86%",41,"126,75",150,1,15.12.2016,Day,"170,15",170,150,0,656,0,"260047,6713439","15,21%",870656,1101749,"73,70%",210,"5,3187641",0,Breakout High Entry, Breakout Low Exit,19.05.2016,15.12.2016,,,41064,41066,,OJ,,,,,,
1,1,Donchian w Rule Labels,BO,1,Long,25.11.2016,Open,"38,19","36,76","3,35%",46,"38,42",600,1,22.12.2016,Day,"36,76","36,72",600,0,368,0,"-48410,0372452","-3,54%",829644,1237196,"70,50%",27,"-1,0566186",0,Breakout High Entry, Stop Exit,25.11.2016,22.12.2016,,,41064,41066,,BO,,,,,,
1,1,Donchian w Rule Labels,S,1,Long,25.11.2016,Open,"1068,25","1032,75","3,24%",22,1073,50,1,22.12.2016,Day,"1032,75","1032,5",50,0,176,0,"-45760,8571056","-3,35%",790275,1222577,"70,80%",27,"-1,0335597",0,Breakout High Entry, Stop Exit,25.11.2016,22.12.2016,,,41064,41066,,S,,,,,,
1,1,Donchian w Rule Labels,TY,1,Short,16.12.2016,Open,"121,625","122,859375","2,85%",30,"121,609375",1000,1,29.12.2016,Day,"122,859375","122,875",1000,0,120,0,"-38088,75","-2,89%",740490,1264785,"69,80%",13,"-1,0157",0,Breakout Low Entry, Stop Exit,16.12.2016,29.12.2016,,,41064,41066,,TY,,,,,,
1,1,Donchian w Rule Labels,LB,1,Short,23.12.2016,Day,304,"315,9","2,81%",28,304,110,1,30.12.2016,Day,"315,9","316,2",110,0,112,0,-37688,"-2,89%",702862,1197253,"71,50%",7,"-1,0282659",0,Breakout Low Entry, Stop Exit,23.12.2016,30.12.2016,,,41064,41066,,LB,,,,,,
1,1,Donchian w Rule Labels,PL,1,Short,16.12.2016,Open,"908,8","950,6","3,01%",18,"906,6",50,1,03.01.2017,Day,"950,6",951,50,0,144,0,"-41154,6795499","-3,13%",673408,1121485,"73,30%",18,"-1,0392596",0,Breakout Low Entry, Stop Exit,16.12.2016,03.01.2017,,,41064,41066,,PL,,,,,,
1,1,Donchian w Rule Labels,CD,1,Short,23.12.2016,Day,"0,7416","0,7521","2,92%",36,"0,7415",100000,1,04.01.2017,Day,"0,7521","0,7523",100000,0,144,0,-39024,"-2,99%",634460,1160603,"72,30%",12,"-1,0226415",0,Breakout Low Entry, Stop Exit,23.12.2016,04.01.2017,,,41064,41066,,CD,,,,,,
1,1,Donchian w Rule Labels,JY,1,Short,04.01.2017,Day,"0,8608","0,8791","2,73%",14,"0,8607",125000,1,05.01.2017,Day,"0,8791","0,8793",125000,0,56,0,-32606,"-2,77%",601758,1007746,"76,00%",1,"-1,0126087",0,Breakout Low Entry, Stop Exit,04.01.2017,05.01.2017,,,41064,41066,,JY,,,,,,
1,1,Donchian w Rule Labels,GC,1,Short,13.12.2016,Day,"1174,9","1208,1","2,79%",10,"1174,7",100,1,11.01.2017,Day,"1208,1","1208,4",100,0,40,0,-33740,"-2,82%",568054,972114,"76,80%",29,"-1,0101796",0,Breakout Low Entry, Stop Exit,13.12.2016,11.01.2017,,,41064,41066,,GC,,,,,,
1,1,Donchian w Rule Labels,MP,1,Short,04.01.2017,Day,"0,0441","0,045475","2,97%",49,"0,04405",500000,1,30.01.2017,Day,"0,045475","0,0455",500000,0,196,0,-35721,"-3,03%",532476,831688,"80,20%",26,"-1,0231579",0,Breakout Low Entry, Stop Exit,04.01.2017,30.01.2017,,,41064,41066,,MP,,,,,,
1,1,Donchian w Rule Labels,SF,1,Short,18.11.2016,Open,"1,0208","1,0362","3,43%",22,"1,0174",125000,1,31.01.2017,Day,"1,0296","1,0299",125000,0,176,0,"-35711,5848811","-2,37%",476334,857140,"79,60%",74,"-0,6907463",0,Breakout Low Entry, Breakout High Exit,18.11.2016,31.01.2017,,,41064,41066,,SF,,,,,,
1,1,Donchian w Rule Labels,HG,1,Long,31.01.2017,Day,"279,5","268,65","2,82%",9,"279,55",250,1,03.02.2017,Day,"268,65","268,6",250,0,36,0,"-24673,5","-2,83%",451666,735073,"82,50%",3,"-1,006055",0,Breakout High Entry, Stop Exit,31.01.2017,03.02.2017,,,41064,41066,,HG,,,,,,
1,1,Donchian w Rule Labels,W,1,Short,23.06.2016,Day,576,"598,25","2,87%",62,576,50,1,09.02.2017,Day,"508,5",509,50,0,744,0,"203392,8162352","8,47%",763264,797277,"81,00%",231,"2,9487904",0,Breakout Low Entry, Breakout High Exit,23.06.2016,09.02.2017,,,41064,41066,,W,,,,,,
1,1,Donchian w Rule Labels,AD,1,Long,16.02.2017,Day,"0,7696","0,7568","2,85%",19,"0,7697",100000,1,02.03.2017,Day,"0,7568","0,7565",100000,0,76,0,-25156,"-2,92%",719185,935638,"77,70%",14,"-1,0263566",0,Breakout High Entry, Stop Exit,16.02.2017,02.03.2017,,,41064,41066,,AD,,,,,,
1,1,Donchian w Rule Labels,HG,1,Long,10.02.2017,Day,"279,6","268,95","2,68%",8,"279,95",250,1,07.03.2017,Day,"268,95","268,75",250,0,64,0,"-23100,999923","-2,81%",826360,860694,"79,50%",25,"-1,0500455",0,Breakout High Entry, Stop Exit,10.02.2017,07.03.2017,,,41064,41066,,HG,,,,,,
1,1,Donchian w Rule Labels,PA,1,Long,15.02.2017,Day,789,"751,55","2,88%",7,"789,1",100,1,09.03.2017,Day,"751,55","751,2",100,0,56,0,"-27286,5377706","-2,99%",814346,895796,"78,60%",22,"-1,038103",0,Breakout High Entry, Stop Exit,15.02.2017,09.03.2017,,,41064,41066,,PA,,,,,,
1,1,Donchian w Rule Labels,US,1,Short,10.03.2017,Day,"143,875","146,421875","2,88%",10,"143,859375",1000,1,20.03.2017,Day,"146,421875","146,4375",1000,0,40,0,"-25821,25","-2,90%",774818,687143,"83,60%",10,"-1,0076585",0,Breakout Low Entry, Stop Exit,10.03.2017,20.03.2017,,,41064,41066,,US,,,,,,
1,1,Donchian w Rule Labels,NG,1,Short,21.02.2017,Day,"3,201","3,435","2,93%",10,"3,192",10000,1,21.03.2017,Day,"3,435","3,436",10000,0,80,0,"-25069,6084288","-3,03%",763500,618275,"85,30%",28,"-1,0316711",0,Breakout Low Entry, Stop Exit,21.02.2017,21.03.2017,,,41064,41066,,NG,,,,,,
1,1,Donchian w Rule Labels,ED,1,Short,02.03.2017,Day,"98,375","98,455","2,97%",137,"98,3725",2500,1,22.03.2017,Day,"98,455","98,4575",2500,0,548,0,"-29660,5","-3,12%",734115,533183,"87,30%",20,"-1,049697",0,Breakout Low Entry, Stop Exit,02.03.2017,22.03.2017,,,41064,41066,,ED,,,,,,
1,1,Donchian w Rule Labels,EC,1,Short,10.11.2016,Day,"1,1116","1,1269","2,87%",26,"1,1114",125000,1,27.03.2017,Day,"1,1059","1,106",125000,0,312,0,"14083,4187554","0,80%",633605,508522,"87,90%",137,"0,2795716",0,Breakout Low Entry, Breakout High Exit,10.11.2016,27.03.2017,,,41064,41066,,EC,,,,,,
1,1,Donchian w Rule Labels,HU,1,Short,23.03.2017,Day,"1,4512","1,5293","2,51%",4,"1,4507",42000,1,30.03.2017,Day,"1,5293","1,5302",42000,0,16,0,-13372,"-2,55%",620237,525035,"87,50%",7,"-1,0126621",0,Breakout Low Entry, Stop Exit,23.03.2017,30.03.2017,,,41064,41066,,HU,,,,,,
1,1,Donchian w Rule Labels,LC,1,Long,23.03.2017,Open,"115,05","111,925","3,61%",12,"115,875",400,1,30.03.2017,Day,"111,925","111,9",400,0,48,0,-19128,"-3,64%",601133,517211,"87,70%",7,"-1,0088608",0,Breakout High Entry, Stop Exit,23.03.2017,30.03.2017,,,41064,41066,,LC,,,,,,
1,1,Donchian w Rule Labels,SI,1,Long,04.04.2017,Day,"1863,3","1805,5","2,90%",5,"1863,4",50,1,10.04.2017,Day,"1805,5",1805,50,0,20,0,-14620,"-2,93%",542611,566892,"86,50%",6,"-1,0100173",0,Breakout High Entry, Stop Exit,04.04.2017,10.04.2017,,,41064,41066,,SI,,,,,,
1,1,Donchian w Rule Labels,BP,1,Short,24.06.2016,Day,"1,4066","1,4347","3,18%",35,"1,4032",62500,1,18.04.2017,Day,"1,2794","1,2805",62500,0,560,0,"263644,1574681","12,18%",421940,545659,"87,00%",298,"3,8261284",0,Breakout Low Entry, Breakout High Exit,24.06.2016,18.04.2017,,,41064,41066,,BP,,,,,,
1,1,Donchian w Rule Labels,KC,1,Short,04.04.2017,Day,"144,45","150,4","2,71%",6,"144,4",375,1,18.04.2017,Day,"150,4","150,5",375,0,48,0,"-14094,2012833","-2,82%",416641,542834,"87,10%",14,"-1,0440149",0,Breakout Low Entry, Stop Exit,04.04.2017,18.04.2017,,,41064,41066,,KC,,,,,,
